,particle_type,jet mass,jet charge
0,W+/W+,36.923118591308594,-1.0638692871755588
1,W+/W+,33.30438995361328,1.1725405543164242
2,W+/W+,50.446678161621094,-0.9503906917542047
3,W+/W+,61.20333480834961,-1.9004621230575816
4,W+/W+,20.758899688720703,2.597707277122352
5,W+/W+,24.061431884765625,0.8384234559254283
6,W+/W+,50.56290817260742,2.6420431776513364
7,W+/W+,21.983612060546875,0.6774849235668577
8,W+/W+,14.2786865234375,-1.022588271988652
9,W+/W+,24.251205444335938,2.744000169348708
10,W+/W+,37.16903305053711,1.7688017881100895
11,W+/W+,23.16747283935547,0.7351390969267028
12,W+/W+,23.822837829589844,0.10006877894799171
13,W+/W+,51.079139709472656,2.2681013776312215
14,W+/W+,8.04921817779541,-1.3908332690603769
15,W+/W+,37.74327850341797,2.146292213236432
16,W+/W+,24.610492706298828,-0.15866769694339916
17,W+/W+,23.40016746520996,2.4486764344279646
18,W+/W+,31.19635581970215,-0.821660245474992
19,W+/W+,18.39756202697754,-0.053183910012557734
20,W+/W+,23.97210693359375,1.5894750367670882
21,W+/W+,28.506378173828125,0.29588516103539786
22,W+/W+,10.494196891784668,0.6134847599041034
23,W+/W+,38.40665054321289,3.7302473783620127
24,W+/W+,25.47024917602539,1.949052927124642
25,W+/W+,27.951963424682617,0.10940060859707768
26,W+/W+,27.876487731933594,1.4010929925001314
27,W+/W+,53.16023635864258,2.06569253372495
28,W+/W+,23.412609100341797,1.7863416191948764
29,W+/W+,36.431331634521484,1.8603925464796813
30,W+/W+,26.93340301513672,1.0558674582856264
31,W+/W+,5.445780277252197,0.8082351088084759
32,W+/W+,60.76022720336914,1.4681233949179853
33,W+/W+,21.99286651611328,0.23059111193283943
34,W+/W+,17.792381286621094,0.4196095188516612
35,W+/W+,43.08450698852539,0.7202724329100543
36,W+/W+,65.96658325195312,-2.0434520151738917
37,W+/W+,15.690179824829102,0.30610559988653896
38,W+/W+,28.35615348815918,2.113299809838095
39,W+/W+,28.19327735900879,0.398649335144301
40,W+/W+,14.213177680969238,-0.29965484755463856
41,W+/W+,40.340675354003906,-3.9087646055874075
42,W+/W+,18.020971298217773,-1.3189660551131484
43,W+/W+,49.883785247802734,-0.47417725300044444
44,W+/W+,22.33793067932129,-3.0026547840044198
45,W+/W+,32.48543930053711,-0.07989123974635776
46,W+/W+,21.6368465423584,0.3136024159142028
47,W+/W+,22.6221923828125,-0.7456923717124635
48,W+/W+,31.60742950439453,1.955211600968359
49,W+/W+,21.63138198852539,1.5413998541402656
50,W+/W+,16.524141311645508,1.0861173376756006
51,W+/W+,19.335988998413086,-1.39193575147413
52,W+/W+,47.73956298828125,3.270797222125657
53,W+/W+,27.050580978393555,-1.8685121157519915
54,W+/W+,3.1847949028015137,1.2317983537845376
55,W+/W+,46.618839263916016,-3.111427489996874
56,W+/W+,14.058389663696289,-1.9544671698679328
57,W+/W+,28.130027770996094,2.0215479223036845
58,W+/W+,23.516279220581055,2.2887036921744786
59,W+/W+,50.4210090637207,1.233260937142331
60,W+/W+,15.813337326049805,1.5150349345904133
61,W+/W+,10.656222343444824,-0.08948843669606887
62,W+/W+,49.72703170776367,-0.16799365469341715
63,W+/W+,23.877702713012695,-0.930375749021972
64,W+/W+,67.40425872802734,0.14039246494760543
65,W+/W+,14.889144897460938,0.8896448534884186
66,W+/W+,48.32345962524414,0.7434821162439534
67,W+/W+,26.083940505981445,1.5765049005444156
68,W+/W+,32.84621810913086,-1.6804378940235134
69,W+/W+,34.47652816772461,0.5715943885439145
70,W+/W+,58.416595458984375,-0.44287093482656287
71,W+/W+,20.129838943481445,-0.3587850838939674
72,W+/W+,51.72239303588867,-2.0703823341433063
73,W+/W+,27.455974578857422,0.469774851103235
74,W+/W+,28.78473472595215,-0.2832732207931259
75,W+/W+,17.584823608398438,1.1804969116856774
76,W+/W+,20.6740665435791,0.7929623193343714
77,W+/W+,15.705952644348145,1.9095089456894276
78,W+/W+,35.111473083496094,0.8708761773506801
79,W+/W+,38.088958740234375,0.6530632180075584
80,W+/W+,29.16045570373535,1.3834868399786862
81,W+/W+,24.937862396240234,0.37320327437902423
82,W+/W+,16.308603286743164,2.647585903930722
83,W+/W+,39.99754333496094,2.013658774720279
84,W+/W+,36.7275390625,1.79747725158828
85,W+/W+,21.70808982849121,1.6508446570685824
86,W+/W+,12.824857711791992,0.6858658473001211
87,W+/W+,64.48770141601562,0.842640649901505
88,W+/W+,21.16924285888672,1.291727807767499
89,W+/W+,39.81244659423828,0.5898448152917399
90,W+/W+,34.92070007324219,-2.215473823120144
91,W+/W+,23.037132263183594,0.1422778126165627
92,W+/W+,26.628801345825195,1.4724393281809887
93,W+/W+,25.713884353637695,4.735756652828496
94,W+/W+,40.14598083496094,0.5169104477596622
95,W+/W+,35.968162536621094,2.107221082288029
96,W+/W+,5.842714309692383,2.282711071543784
97,W+/W+,19.54059600830078,-3.0322137247005196
98,W+/W+,15.383709907531738,1.1235014822630038
99,W+/W+,51.83804702758789,-0.5573899156217561
100,W+/W+,46.443241119384766,-2.3382093693843617
101,W+/W+,22.42702293395996,1.202865550251545
102,W+/W+,12.368143081665039,0.6632916318216238
103,W+/W+,91.53136444091797,-0.6850958630959052
104,W+/W+,28.1713924407959,0.013095641615261777
105,W+/W+,37.73395919799805,2.2665731965391616
106,W+/W+,35.187503814697266,0.9003083033398936
107,W+/W+,19.868270874023438,0.5471698244897799
108,W+/W+,25.34099769592285,-0.6935113717740085
109,W+/W+,57.285369873046875,1.6059166444370512
110,W+/W+,30.745216369628906,3.887643346437111
111,W+/W+,35.78770446777344,-0.049916944998295465
112,W+/W+,45.20191955566406,1.4677095210413755
113,W+/W+,51.23772430419922,2.264120740218638
114,W+/W+,38.958377838134766,0.9277183245361234
115,W+/W+,44.876670837402344,0.9846883850237743
116,W+/W+,25.238866806030273,0.7153293702720177
117,W+/W+,26.521137237548828,0.7490997395388612
118,W+/W+,20.588336944580078,-0.9589920484515428
119,W+/W+,17.575925827026367,2.791473329206599
120,W+/W+,28.890117645263672,0.3396501227044617
121,W+/W+,23.789779663085938,-0.3131932510487462
122,W+/W+,38.35042953491211,-2.4517857299373746
123,W+/W+,17.288787841796875,2.218648512363096
124,W+/W+,19.632347106933594,0.22505225795753048
125,W+/W+,17.907855987548828,0.1518462756974701
126,W+/W+,35.40996170043945,-1.2182972163620347
127,W+/W+,32.587860107421875,1.7409015350646375
128,W+/W+,19.05840492248535,0.12497731586988459
129,W+/W+,25.180402755737305,2.7051038576446915
130,W+/W+,22.958269119262695,0.13434537554697445
131,W+/W+,32.47636032104492,1.6247101915678934
132,W+/W+,50.60404968261719,2.129595005487163
133,W+/W+,21.93368911743164,-0.6139310878034305
134,W+/W+,14.803993225097656,-1.5529700300083396
135,W+/W+,68.90943145751953,0.05131013532535056
136,W+/W+,51.914794921875,-0.8590992974656828
137,W+/W+,28.55779266357422,0.6071617591910029
138,W+/W+,20.870182037353516,0.4936097218202271
139,W+/W+,27.63974380493164,1.728914725583699
140,W+/W+,16.828453063964844,0.34744609207731303
141,W+/W+,13.399937629699707,0.8694115435605009
142,W+/W+,22.712841033935547,0.6001856000200682
143,W+/W+,28.973995208740234,-1.3555421932478626
144,W+/W+,36.520320892333984,1.5806989927545922
145,W+/W+,16.56396484375,0.13841865680021392
146,W+/W+,55.54125213623047,0.5075621830100494
147,W+/W+,18.418720245361328,0.6726167981048097
148,W+/W+,21.45274543762207,0.5229686089104718
149,W+/W+,23.206806182861328,0.1157952438370613
150,W+/W+,25.697195053100586,-0.4032717977033527
151,W+/W+,39.0610466003418,1.0109070754736909
152,W+/W+,22.4481143951416,0.6022944761235978
153,W+/W+,6.982017993927002,0.40998373446004177
154,W+/W+,56.127479553222656,3.3840552401786144
155,W+/W+,24.45506477355957,2.1212691339093688
156,W+/W+,14.83843994140625,0.3392177407311923
157,W+/W+,27.163753509521484,0.7030973175862479
158,W+/W+,78.35430908203125,-0.7216297879761943
159,W+/W+,41.264976501464844,1.8604134801756465
160,W+/W+,19.232173919677734,0.0010361324385294024
161,W+/W+,18.020206451416016,0.34103037760003396
162,W+/W+,29.546600341796875,1.1929943165774175
163,W+/W+,31.251590728759766,1.019321367319889
164,W+/W+,1.9050689935684204,2.331048417813223
165,W+/W+,23.42982292175293,0.8758353305978683
166,W+/W+,26.721717834472656,1.4337865177789446
167,W+/W+,47.61064147949219,1.5060395184346151
168,W+/W+,21.486539840698242,0.2157144589402722
169,W+/W+,46.099124908447266,-4.862890657534446
170,W+/W+,61.79953384399414,-0.20989055830038894
171,W+/W+,49.340904235839844,2.7074006704562184
172,W+/W+,16.64693260192871,0.7985100506665428
173,W+/W+,30.93197250366211,0.2369221214516578
174,W+/W+,24.823034286499023,2.389686913719166
175,W+/W+,14.397703170776367,2.636176050051775
176,W+/W+,25.863798141479492,-0.06853470556917673
177,W+/W+,36.599700927734375,2.141082727500583
178,W+/W+,44.501792907714844,-0.6136753464884976
179,W+/W+,20.76203155517578,0.948195339703479
180,W+/W+,21.60881233215332,0.9381661581476707
181,W+/W+,26.397899627685547,3.11319858455687
182,W+/W+,30.508777618408203,0.631129248583924
183,W+/W+,24.638019561767578,1.223280710915617
184,W+/W+,44.049964904785156,2.298447798885085
185,W+/W+,25.10809898376465,0.7491672965211567
186,W+/W+,33.8072509765625,-1.1765275862614375
187,W+/W+,29.95294761657715,-2.2954158834839626
188,W+/W+,31.142404556274414,1.6810920998744814
189,W+/W+,22.715518951416016,0.526894485084712
190,W+/W+,20.162879943847656,0.5740501597333597
191,W+/W+,25.082378387451172,0.39700848280688833
192,W+/W+,12.347015380859375,1.0840246752543363
193,W+/W+,30.466428756713867,1.2340880886336998
194,W+/W+,18.99097442626953,2.801698063570739
195,W+/W+,40.50806427001953,2.943324038090134
196,W+/W+,14.523026466369629,0.8603630018428341
197,W+/W+,42.0406608581543,1.7075533921196278
198,W+/W+,27.01067352294922,-0.1579992290805542
199,W+/W+,29.202674865722656,1.2437613613276652
200,W+/W+,29.381229400634766,0.38963782867170793
201,W+/W+,26.92276382446289,-0.6443726451258258
202,W+/W+,14.80733585357666,0.18373938406599166
203,W+/W+,14.571513175964355,0.13156187235365968
204,W+/W+,34.425724029541016,1.0687106583190524
205,W+/W+,30.86293601989746,1.164562721398433
206,W+/W+,55.98378372192383,1.6683558043204119
207,W+/W+,31.743804931640625,3.7709999042448783
208,W+/W+,28.863801956176758,-0.1265303227080684
209,W+/W+,68.11898040771484,-0.1887266582629047
